石块|[(300, 1)]
转会|[(2, 1), (5, 2), (6, 6), (9, 2), (12, 2), (13, 1), (15, 3), (17, 7), (18, 1), (21, 1), (22, 1), (23, 1), (24, 1), (25, 1), (26, 2), (27, 2), (30, 4), (31, 1), (36, 1), (38, 2), (45, 6), (46, 1), (51, 9), (53, 1), (54, 1), (55, 1), (56, 1), (57, 3), (63, 1), (65, 1), (68, 3), (70, 2), (73, 1), (75, 9), (76, 3), (78, 1), (79, 1), (82, 9), (83, 1), (89, 3), (90, 1), (91, 3), (92, 2), (98, 10), (99, 2), (100, 1), (116, 1), (118, 7), (120, 1), (122, 4), (124, 1), (126, 1), (127, 2), (130, 1), (131, 3), (136, 2), (138, 4), (140, 2), (143, 2), (147, 1), (154, 3), (155, 1), (157, 2), (164, 1), (180, 1), (193, 2), (200, 1), (206, 1), (208, 1), (209, 1), (210, 1), (212, 1), (227, 2), (228, 1), (232, 2), (239, 8), (240, 4), (243, 1), (254, 1), (255, 1), (258, 2), (259, 1), (263, 3), (268, 5), (273, 3), (276, 2), (277, 1), (278, 1), (279, 1), (285, 2), (288, 2), (294, 1), (298, 1), (300, 1), (306, 1), (318, 1), (322, 5), (329, 1), (330, 1), (339, 1), (341, 2), (352, 2), (356, 1), (360, 1), (365, 3), (366, 1), (367, 1), (371, 1), (379, 2), (383, 2), (399, 1), (408, 2), (412, 9), (413, 1), (414, 4), (417, 1), (420, 3), (421, 1), (424, 1), (428, 2), (433, 1), (456, 4), (462, 1), (465, 1), (467, 6), (472, 1), (473, 2), (481, 1), (483, 4), (484, 2), (489, 1), (491, 2), (493, 3), (495, 1), (496, 1), (500, 2), (502, 1), (503, 1), (505, 3), (507, 4), (510, 1), (513, 3), (517, 1), (518, 8), (520, 1), (523, 5), (525, 1), (526, 1), (527, 1), (529, 1), (531, 2), (534, 1), (535, 3), (540, 1), (543, 9), (546, 1), (547, 2), (549, 1), (550, 1), (551, 1), (552, 2), (553, 10), (555, 2), (557, 1), (558, 1), (560, 1), (561, 1), (563, 1), (564, 1), (565, 2), (567, 2), (570, 1), (571, 2), (576, 3), (577, 10), (585, 2), (586, 2), (588, 5), (589, 2), (590, 2), (593, 1), (596, 1), (597, 1), (598, 1), (600, 2), (603, 2), (606, 1), (608, 1), (610, 1), (616, 1), (617, 7), (620, 1), (621, 1), (622, 1), (624, 4), (625, 3), (626, 2), (628, 2), (633, 1), (634, 2), (637, 1), (654, 1), (663, 1), (665, 1), (667, 1)]
宣传照|[(42, 1)]
希塔良|[(216, 1), (273, 2), (286, 1), (592, 2), (648, 2)]
苦练|[(415, 1)]
景象|[(121, 1)]
令人窒息|[(273, 1)]
切尔西|[(2, 1), (6, 8), (8, 2), (16, 3), (17, 2), (22, 1), (26, 3), (37, 1), (44, 1), (45, 3), (51, 3), (60, 2), (63, 1), (65, 1), (69, 1), (70, 1), (75, 4), (82, 1), (89, 3), (91, 11), (94, 5), (97, 1), (98, 3), (100, 1), (106, 1), (118, 1), (120, 1), (122, 1), (130, 1), (134, 40), (138, 6), (142, 1), (147, 1), (152, 1), (153, 1), (167, 3), (169, 1), (171, 9), (181, 1), (189, 1), (192, 2), (195, 2), (203, 1), (207, 4), (215, 3), (217, 1), (218, 1), (220, 1), (225, 2), (235, 1), (239, 3), (248, 7), (253, 1), (256, 1), (258, 1), (260, 7), (262, 2), (268, 3), (270, 3), (273, 10), (279, 9), (282, 2), (285, 11), (289, 1), (292, 1), (296, 1), (302, 3), (306, 3), (307, 2), (311, 3), (315, 1), (329, 1), (339, 1), (342, 1), (346, 6), (349, 1), (376, 1), (385, 1), (408, 1), (410, 4), (411, 1), (412, 5), (415, 3), (419, 5), (422, 1), (423, 7), (432, 2), (447, 7), (449, 4), (450, 1), (452, 1), (465, 3), (466, 2), (467, 3), (479, 1), (483, 1), (486, 1), (493, 1), (494, 2), (495, 1), (496, 2), (501, 1), (502, 1), (507, 1), (510, 1), (513, 1), (518, 4), (523, 1), (525, 2), (526, 1), (534, 2), (540, 1), (543, 4), (548, 1), (549, 1), (553, 2), (557, 4), (558, 4), (560, 5), (564, 4), (566, 1), (572, 2), (575, 4), (577, 6), (588, 3), (589, 1), (592, 3), (594, 1), (596, 1), (605, 1), (606, 2), (608, 1), (612, 1), (614, 2), (617, 4), (622, 1), (625, 1), (629, 1), (631, 1), (632, 2), (634, 1), (637, 1), (639, 2), (641, 4), (642, 1), (651, 1), (655, 1), (668, 1)]
鲁尼中|[(648, 1)]
酌情|[(103, 1)]
很大|[(91, 1), (94, 2), (100, 2), (123, 1), (148, 1), (149, 1), (163, 1), (204, 1), (206, 1), (222, 1), (240, 2), (268, 1), (285, 1), (346, 1), (385, 1), (407, 1), (410, 1), (439, 1), (497, 1), (500, 1), (580, 1), (596, 1), (624, 1), (669, 1)]
困惑|[(315, 1)]
第八位|[(293, 1)]
净胜球|[(257, 1), (308, 3), (599, 1), (601, 1), (645, 1)]
凯迪|[(234, 1)]
舒梅|[(613, 3), (620, 1)]
获胜|[(84, 1), (151, 1), (156, 1), (159, 1), (192, 1), (194, 1), (207, 1), (293, 2), (417, 1), (421, 1), (432, 1), (595, 1), (619, 1), (645, 1)]
抢|[(78, 1), (112, 1), (188, 1), (268, 1), (324, 1), (382, 1)]
第七场|[(94, 1)]
报|[(6, 4), (9, 1), (11, 1), (14, 2), (17, 3), (21, 1), (24, 1), (27, 1), (28, 1), (32, 1), (34, 1), (45, 6), (51, 3), (54, 2), (55, 2), (75, 1), (79, 1), (82, 2), (89, 5), (95, 1), (98, 4), (99, 2), (106, 1), (111, 1), (117, 1), (118, 4), (132, 2), (133, 1), (136, 1), (138, 2), (142, 2), (143, 2), (145, 1), (147, 2), (165, 1), (172, 1), (185, 1), (196, 1), (200, 1), (209, 1), (223, 1), (228, 4), (238, 1), (239, 4), (240, 1), (243, 1), (254, 2), (284, 1), (299, 1), (317, 1), (328, 2), (330, 1), (352, 1), (354, 1), (365, 3), (387, 1), (400, 2), (403, 1), (412, 1), (421, 1), (429, 2), (449, 1), (457, 1), (460, 1), (464, 1), (467, 5), (470, 1), (473, 1), (483, 7), (494, 2), (506, 1), (511, 2), (522, 1), (523, 1), (536, 3), (543, 3), (546, 2), (549, 2), (553, 3), (563, 2), (570, 1), (572, 1), (574, 2), (575, 1), (577, 6), (588, 4), (589, 1), (597, 1), (606, 1), (607, 2), (617, 5), (618, 1), (625, 2), (636, 1), (640, 2), (663, 2)]
查看|[(153, 1), (170, 1), (191, 1), (421, 1), (424, 1), (439, 1), (477, 1), (481, 1)]
巴斯克|[(251, 4), (254, 1), (333, 1), (372, 1), (378, 4), (381, 3), (629, 1), (664, 1)]
抽|[(363, 1), (663, 1)]
更快|[(140, 1)]
迪涅想|[(168, 1)]
抱|[(171, 1), (320, 1), (331, 1)]
年龄|[(138, 1), (171, 1), (268, 1), (311, 1), (611, 1)]
大脚|[(188, 1)]
白鹿巷|[(37, 1), (268, 1), (307, 1), (310, 2), (639, 3), (648, 4), (661, 1)]
起拍价|[(367, 1)]
举办|[(40, 2), (61, 1), (219, 1), (296, 1), (424, 1), (457, 1), (573, 2)]
大脑|[(94, 1)]
经历|[(19, 1), (84, 1), (94, 2), (100, 1), (119, 1), (121, 2), (150, 1), (183, 1), (206, 1), (207, 2), (225, 2), (243, 1), (342, 1), (343, 1), (408, 1), (419, 1), (432, 1), (450, 1), (497, 2), (532, 1), (594, 1), (615, 1), (624, 1), (649, 1), (660, 1)]
马尔蒂尼|[(284, 1)]
顾|[(119, 1)]
项|[(106, 1)]
抓|[(444, 1)]
阿根廷|[(0, 2), (45, 1), (337, 4), (344, 1), (400, 1), (468, 7), (478, 2), (483, 1), (569, 1), (577, 1), (583, 1), (607, 1), (617, 1), (638, 1)]
顶|[(174, 1), (188, 2), (324, 1), (338, 2), (358, 2), (369, 1), (391, 1), (398, 1), (652, 1)]
投|[]
几天|[(7, 1), (9, 1), (31, 1), (45, 1), (56, 1), (118, 1), (296, 1), (341, 1), (412, 1), (543, 1), (550, 1), (616, 1)]
后半段|[(200, 1), (446, 1)]
贝拉|[(85, 1), (87, 2), (244, 1), (390, 1), (393, 1), (660, 5)]
采访|[(5, 1), (45, 1), (51, 2), (58, 1), (59, 2), (62, 1), (68, 2), (74, 1), (76, 2), (82, 1), (89, 2), (94, 3), (97, 1), (98, 1), (100, 1), (108, 2), (111, 1), (118, 3), (121, 1), (133, 2), (135, 1), (142, 1), (156, 1), (166, 1), (201, 1), (207, 1), (215, 1), (227, 1), (231, 1), (237, 1), (239, 3), (240, 3), (251, 1), (252, 1), (256, 2), (270, 1), (290, 2), (294, 1), (295, 1), (303, 1), (312, 1), (316, 1), (321, 1), (343, 1), (361, 1), (376, 1), (377, 1), (396, 1), (402, 1), (403, 1), (404, 1), (405, 1), (406, 1), (412, 2), (421, 1), (431, 1), (432, 1), (448, 1), (453, 1), (461, 1), (483, 1), (500, 1), (506, 3), (514, 1), (515, 1), (517, 1), (518, 1), (522, 1), (536, 2), (537, 1), (543, 2), (553, 4), (564, 1), (568, 1), (570, 2), (649, 1), (650, 1)]
匹敌|[(260, 1)]
败笔|[(30, 1)]
总是|[(19, 2), (42, 1), (58, 1), (84, 4), (97, 1), (102, 1), (155, 1), (163, 1), (171, 4), (174, 1), (177, 1), (191, 1), (209, 1), (211, 1), (230, 2), (268, 1), (270, 2), (272, 1), (277, 1), (380, 1), (385, 1), (386, 1), (415, 1), (432, 9), (446, 2), (471, 1), (474, 1), (475, 3), (482, 1), (512, 1), (624, 1), (642, 1), (659, 1), (663, 2)]
分得|[(612, 1)]
巴克莱|[(260, 1)]
夏洛特|[(438, 3)]
挑向|[(308, 1)]
兹曼|[(61, 3), (118, 2), (162, 1), (226, 1), (234, 1), (273, 1), (333, 1), (336, 1), (364, 4), (368, 6), (371, 1), (389, 1), (451, 1), (523, 1), (543, 2), (547, 7), (553, 1), (588, 1), (610, 1), (617, 2), (639, 2)]
蒂想|[(57, 1)]
博伊德|[(247, 2)]
六支|[(651, 1)]
鲁加尼|[(6, 1)]
瓦解|[(602, 1)]
斩获|[(111, 1), (310, 1), (408, 1)]
卡巴|[(188, 1), (235, 1), (370, 2)]
车损|[(300, 1)]
埃拉|[(325, 1)]
自动|[(287, 1)]
菲尔德|[(388, 1), (631, 1)]
天狼星|[(352, 1)]
阿尔比|[(368, 1)]
加薪|[(154, 1), (453, 1), (579, 1)]
冲入|[(334, 1), (488, 1)]
意味着|[(26, 1), (56, 1), (70, 1), (94, 1), (101, 1), (121, 1), (132, 1), (156, 1), (171, 1), (179, 1), (187, 1), (206, 1), (240, 1), (268, 1), (269, 1), (270, 1), (271, 1), (301, 1), (311, 1), (328, 1), (350, 1), (407, 1), (411, 1), (444, 1), (474, 1), (554, 1), (640, 1), (651, 1)]
金身|[(661, 1)]
抛|[(198, 1), (517, 1)]
事件|[(51, 1), (89, 1), (96, 1), (149, 3), (158, 2), (195, 2), (207, 1), (218, 2), (390, 1), (446, 1), (499, 2)]
派对|[(0, 2), (40, 3), (424, 2), (663, 1)]
那颗星|[(639, 1)]
很想|[(136, 1)]
医院|[(171, 2)]
也许|[(82, 1), (96, 1), (171, 5), (174, 1), (187, 1), (231, 1), (268, 2), (273, 1), (285, 1), (294, 1), (295, 1), (312, 1), (315, 1), (335, 1), (337, 1), (383, 2), (419, 1), (477, 1), (523, 1), (649, 1), (663, 1), (667, 1)]
错估|[(375, 1)]
金打进|[(592, 1)]
接着就是|[(269, 1)]
五个|[(652, 1)]
舞蹈|[(110, 1)]
苦果|[(358, 1), (378, 1)]
彼得|[(121, 1), (311, 1), (592, 1), (624, 1)]
过关|[(617, 1), (639, 1)]
后场|[(146, 2), (316, 1), (323, 1), (358, 1), (455, 1), (628, 1), (648, 1), (658, 1)]
所有|[(6, 1), (11, 1), (17, 1), (19, 1), (45, 1), (51, 1), (75, 1), (82, 1), (84, 1), (89, 1), (98, 1), (100, 1), (112, 1), (118, 1), (121, 1), (171, 5), (172, 1), (176, 1), (177, 1), (214, 1), (233, 1), (239, 1), (251, 1), (260, 1), (269, 1), (281, 2), (303, 1), (310, 1), (311, 2), (319, 1), (340, 1), (342, 1), (346, 1), (348, 1), (353, 1), (380, 1), (385, 2), (398, 1), (404, 1), (407, 2), (408, 2), (412, 1), (446, 3), (467, 1), (483, 1), (484, 1), (512, 4), (518, 1), (523, 1), (543, 1), (553, 1), (562, 1), (577, 1), (582, 1), (584, 1), (588, 1), (592, 1), (617, 1), (625, 1), (631, 1), (639, 1), (661, 1)]
战役|[(213, 1), (325, 1), (415, 1), (446, 1), (534, 1), (648, 1)]
丧失|[(188, 1)]
不及|[(612, 1)]
韦勒图|[(645, 3)]
闪亮|[(639, 1)]
狂胜|[(455, 1)]
解密|[(30, 1), (322, 1)]
奇怪|[(100, 1), (129, 1), (335, 1)]
紧身|[(424, 1)]
这球进|[(316, 1)]
人士|[(89, 1), (103, 1), (138, 1), (245, 1), (363, 1), (379, 2)]
微笑|[(171, 1), (536, 1)]
归位|[(602, 1)]
塔格|[(617, 2), (618, 4)]
亚亚|[(188, 3), (351, 2), (359, 2), (501, 1), (601, 2), (611, 5)]
引入|[(103, 1), (170, 1), (481, 1)]
力图|[(351, 1), (359, 1)]
两连败|[(257, 1), (370, 1)]
不可|[(241, 1), (303, 1), (353, 1), (410, 1)]
前锋|[(0, 2), (3, 2), (5, 1), (6, 5), (9, 3), (16, 1), (17, 3), (19, 1), (27, 1), (35, 2), (36, 2), (38, 1), (45, 3), (48, 1), (50, 1), (51, 3), (54, 2), (57, 1), (59, 1), (61, 1), (70, 1), (71, 3), (75, 6), (77, 2), (78, 1), (82, 2), (86, 1), (89, 4), (98, 4), (102, 1), (107, 1), (111, 1), (116, 1), (118, 2), (133, 1), (138, 1), (148, 1), (162, 1), (171, 1), (174, 3), (175, 1), (181, 1), (189, 6), (198, 1), (207, 2), (209, 3), (213, 4), (226, 1), (239, 6), (245, 1), (248, 1), (255, 1), (262, 1), (272, 3), (283, 1), (288, 1), (294, 1), (295, 1), (299, 2), (304, 1), (317, 1), (330, 1), (339, 1), (343, 3), (344, 3), (347, 1), (348, 1), (356, 2), (363, 2), (371, 1), (382, 4), (389, 1), (394, 1), (400, 1), (408, 1), (412, 5), (422, 3), (427, 2), (432, 3), (436, 1), (449, 1), (467, 4), (473, 4), (476, 1), (479, 1), (480, 1), (483, 6), (490, 1), (501, 3), (516, 1), (518, 2), (520, 4), (523, 8), (524, 1), (527, 4), (528, 2), (543, 5), (547, 2), (553, 3), (570, 1), (575, 2), (577, 7), (579, 2), (580, 4), (588, 5), (590, 1), (592, 11), (594, 1), (595, 1), (610, 6), (617, 7), (621, 2), (630, 3), (633, 2), (634, 1), (635, 1), (642, 1), (644, 1), (660, 1), (664, 1), (668, 3)]
格拉纳|[(47, 1), (112, 3), (372, 2), (378, 6), (381, 3), (409, 3), (588, 1), (646, 5)]
不单单是|[(194, 1)]
占|[(244, 1), (580, 1), (595, 1)]
卢|[(282, 1), (592, 1)]
横传|[(244, 1), (323, 3), (338, 1), (345, 1), (370, 3), (391, 1), (398, 1), (468, 2)]
职责|[(7, 1), (171, 1), (197, 1), (273, 1), (353, 1), (415, 1)]
卫|[(45, 1), (174, 1), (268, 1)]
复仇|[(231, 2)]
回购|[(47, 1), (52, 1), (95, 1), (518, 1), (520, 3), (534, 1), (629, 1)]
许多|[(5, 1), (24, 1), (48, 2), (63, 1), (78, 1), (149, 1), (172, 1), (174, 1), (225, 1), (240, 1), (243, 1), (269, 1), (270, 2), (273, 1), (286, 1), (304, 1), (313, 1), (353, 1), (362, 1), (463, 1), (500, 1), (538, 1)]
德曼|[(339, 1), (344, 1), (345, 2), (600, 1)]
下去|[(119, 1), (156, 1), (384, 1), (436, 1), (497, 1), (639, 1)]
德勒|[(98, 1), (118, 2), (164, 1), (169, 2), (239, 1), (268, 1), (310, 1), (311, 1), (382, 1), (467, 1), (518, 1), (553, 1), (617, 1), (639, 1)]
袭扰|[(103, 1)]
里斯|[(24, 1), (207, 1)]
引起争议|[(530, 1)]
升|[(320, 1)]
抗议|[(368, 1)]
十|[(477, 2)]
法比安|[(10, 1)]
训练营|[(6, 1), (36, 1)]
南|[(171, 1), (357, 1), (369, 1), (504, 1)]
卖|[(30, 1), (78, 1), (379, 1), (534, 2), (590, 2)]
统治者|[(273, 1)]
卜|[(520, 1)]
传来|[(325, 1)]
博|[(307, 2), (580, 1), (594, 4), (602, 1)]
出名|[(311, 2)]
德甲|[(5, 1), (6, 1), (35, 1), (49, 2), (74, 1), (117, 2), (124, 2), (132, 1), (133, 2), (150, 1), (151, 1), (165, 2), (192, 1), (320, 2), (367, 1), (403, 1), (414, 1), (456, 1), (467, 1), (485, 2), (537, 1), (556, 1), (562, 5), (577, 1), (580, 10), (588, 1), (609, 3), (624, 1)]
打包|[(352, 2)]
告知|[(17, 1), (18, 1), (37, 1), (51, 1), (57, 1), (63, 1), (142, 1), (171, 2), (268, 1), (277, 1), (301, 1), (320, 1), (330, 1), (365, 1), (412, 2), (466, 1), (502, 1), (510, 1), (540, 1), (643, 1)]
特|[(61, 1), (113, 2), (116, 1), (137, 1), (197, 1), (198, 1), (213, 1), (370, 3), (452, 1), (455, 2), (473, 2), (483, 1), (508, 1), (523, 1), (527, 2), (580, 3), (609, 1), (645, 1)]
基则|[(580, 1)]
前腰|[(659, 1)]
传中球|[(324, 1)]
小个子|[(94, 1)]
厄兹|[(82, 1)]
情感|[(279, 1)]
目标|[(3, 1), (6, 1), (7, 1), (16, 1), (17, 1), (20, 2), (36, 1), (38, 1), (44, 1), (51, 1), (52, 1), (70, 1), (75, 2), (83, 1), (92, 4), (98, 1), (100, 7), (118, 3), (124, 1), (142, 1), (154, 1), (157, 3), (169, 1), (193, 1), (197, 2), (225, 1), (229, 1), (238, 1), (240, 2), (253, 1), (255, 2), (262, 1), (269, 3), (271, 1), (272, 1), (278, 2), (283, 1), (285, 1), (311, 1), (318, 2), (346, 1), (360, 1), (364, 1), (367, 1), (380, 2), (385, 2), (403, 1), (412, 2), (414, 3), (416, 2), (420, 1), (447, 1), (458, 1), (465, 1), (466, 1), (467, 1), (497, 1), (511, 1), (512, 3), (513, 2), (518, 2), (519, 1), (527, 1), (529, 1), (543, 1), (545, 1), (548, 1), (549, 1), (553, 1), (555, 1), (558, 3), (560, 2), (562, 2), (563, 1), (579, 1), (588, 5), (593, 1), (603, 2), (606, 1), (608, 1), (610, 1), (611, 1), (617, 5), (620, 2), (624, 2), (625, 1), (626, 1), (630, 1), (634, 1), (637, 1), (654, 1), (659, 1), (667, 1)]
基利|[(577, 1)]
求购|[(2, 3), (21, 1), (31, 2), (47, 2), (51, 1), (75, 3), (77, 1), (92, 1), (118, 1), (142, 1), (185, 1), (207, 2), (229, 1), (239, 2), (283, 1), (301, 1), (331, 1), (371, 1), (408, 1), (479, 1), (496, 1), (511, 1), (513, 1), (518, 3), (534, 1), (545, 1), (549, 1), (552, 1), (558, 1), (566, 1), (574, 1), (585, 1), (586, 1), (588, 2), (608, 2), (610, 1), (617, 3), (628, 1), (630, 1), (666, 1), (667, 1)]
铲断|[(411, 1), (440, 1)]
轮子|[(183, 1)]
中东|[(363, 1)]
米切尔|[(663, 10)]
强队|[(214, 2), (256, 1), (285, 1), (383, 4), (446, 1), (450, 1)]
加入|[(19, 1), (33, 1), (69, 1), (78, 2), (82, 2), (98, 1), (114, 1), (129, 1), (130, 1), (132, 1), (153, 2), (159, 1), (181, 1), (196, 2), (273, 1), (274, 1), (278, 1), (304, 1), (337, 1), (360, 1), (412, 1), (463, 1), (483, 1), (510, 2), (520, 1), (534, 3), (543, 1), (544, 1), (553, 1), (580, 1), (587, 2), (615, 1), (618, 1), (640, 1), (660, 1)]
中下|[(40, 1)]
挖角|[(139, 1), (228, 1), (298, 1), (342, 1)]
强制性|[(543, 1)]
版|[(313, 2), (486, 1)]
不甘寂寞|[(146, 1)]
波博|[(137, 1)]
高于|[(127, 1), (182, 1), (214, 1), (268, 1), (375, 1), (593, 1), (634, 1)]
大巴|[(149, 5), (171, 1), (231, 1)]
吹|[(257, 1)]
之大|[(446, 1)]
听|[(432, 1), (496, 1), (497, 1), (590, 1)]
强制|[(82, 1)]
分一杯羹|[(78, 1)]
马卡|[(523, 1)]
整整|[(32, 1), (248, 1), (250, 1), (405, 1)]
竞技场|[(182, 1), (490, 1)]
吞|[(378, 1)]
什都|[(626, 1)]
高产|[(54, 1)]
骄傲|[(149, 1), (179, 1), (292, 1), (435, 1), (613, 1), (639, 1)]
意乙|[(207, 1)]
后|[(9, 1), (14, 1), (16, 2), (17, 1), (18, 1), (19, 1), (24, 1), (30, 3), (34, 1), (38, 1), (39, 1), (44, 2), (45, 1), (46, 1), (51, 1), (54, 1), (58, 2), (64, 1), (72, 1), (75, 1), (78, 2), (83, 2), (87, 3), (91, 3), (94, 5), (95, 1), (96, 1), (101, 1), (109, 2), (110, 1), (118, 4), (120, 1), (127, 1), (131, 1), (135, 1), (138, 1), (146, 4), (155, 3), (160, 1), (162, 1), (163, 1), (166, 2), (170, 1), (171, 1), (172, 1), (174, 4), (176, 2), (177, 1), (183, 2), (188, 7), (191, 1), (195, 1), (197, 1), (200, 1), (205, 1), (206, 4), (207, 2), (208, 1), (209, 1), (210, 1), (218, 2), (225, 2), (230, 1), (232, 2), (235, 1), (236, 1), (237, 1), (239, 1), (240, 1), (244, 2), (247, 2), (252, 1), (255, 1), (259, 1), (261, 2), (263, 1), (269, 1), (273, 1), (274, 2), (275, 1), (276, 1), (277, 1), (278, 1), (279, 1), (280, 1), (281, 2), (288, 1), (296, 1), (297, 1), (301, 2), (302, 1), (307, 3), (308, 3), (309, 1), (311, 3), (316, 1), (321, 1), (322, 1), (323, 3), (324, 2), (330, 1), (337, 2), (338, 6), (339, 1), (340, 1), (343, 2), (345, 2), (346, 3), (349, 2), (358, 5), (362, 1), (368, 5), (369, 2), (370, 14), (375, 1), (378, 2), (381, 1), (384, 3), (390, 3), (391, 5), (395, 2), (398, 9), (401, 1), (402, 1), (404, 1), (407, 1), (408, 1), (418, 1), (419, 1), (420, 1), (422, 1), (423, 1), (427, 1), (430, 1), (432, 2), (437, 4), (442, 3), (445, 1), (446, 3), (447, 1), (449, 1), (450, 1), (455, 3), (460, 1), (468, 5), (469, 1), (471, 2), (475, 1), (484, 4), (488, 2), (489, 1), (500, 1), (501, 1), (502, 1), (504, 1), (505, 1), (507, 1), (508, 3), (510, 1), (511, 1), (516, 1), (517, 1), (518, 1), (519, 1), (523, 2), (526, 1), (529, 1), (530, 1), (533, 1), (535, 1), (541, 1), (546, 1), (549, 2), (551, 2), (552, 1), (557, 1), (559, 2), (569, 1), (577, 2), (578, 2), (582, 1), (583, 1), (585, 1), (590, 1), (593, 2), (594, 1), (595, 1), (601, 1), (602, 1), (603, 1), (604, 1), (608, 2), (611, 1), (613, 1), (616, 1), (626, 1), (627, 1), (629, 1), (632, 1), (639, 1), (640, 2), (642, 1), (644, 1), (645, 1), (648, 7), (651, 1), (652, 4), (655, 2), (656, 1), (658, 1), (663, 1), (665, 1), (667, 1), (668, 1), (669, 2)]
避难所|[(78, 1)]
名|[(82, 1), (94, 1), (113, 1), (125, 1), (129, 1), (159, 1), (171, 1), (174, 4), (192, 1), (195, 1), (206, 1), (217, 2), (218, 1), (246, 2), (260, 1), (270, 1), (273, 1), (287, 1), (291, 2), (316, 1), (340, 1), (348, 1), (352, 1), (419, 1), (423, 1), (442, 2), (446, 2), (451, 1), (455, 1), (459, 1), (486, 1), (500, 2), (580, 1), (592, 2), (593, 3), (595, 2), (615, 1), (624, 1), (634, 1), (639, 1), (641, 1), (661, 1)]
吉|[(87, 2), (226, 1), (234, 1), (295, 1), (333, 1), (336, 1), (358, 4), (361, 1), (389, 1), (607, 4)]
讨论|[(9, 1), (17, 1), (19, 1), (37, 1), (55, 1), (76, 1), (82, 2), (92, 1), (156, 1), (171, 1), (210, 1), (228, 1), (279, 1), (366, 1), (379, 1), (416, 1), (493, 1), (546, 1), (562, 1), (589, 1), (603, 1)]
吃|[(94, 1), (146, 1), (171, 2), (231, 1), (244, 1), (250, 1), (257, 1), (273, 1), (351, 1), (358, 1), (359, 1), (360, 1), (368, 3), (391, 1), (398, 3), (432, 2)]
意义|[(126, 1), (194, 1), (269, 1), (270, 1), (288, 1), (406, 2)]
高速|[(370, 1), (468, 1)]
米长|[(37, 3)]
洲际|[(35, 1)]
千年|[(100, 1)]
内前|[(307, 1)]
好友|[(0, 1), (232, 1), (334, 1), (364, 1), (396, 1), (399, 1), (424, 1), (663, 1)]
哨音|[(188, 1)]
昨日|[(17, 1), (284, 1), (305, 1)]
一部|[(78, 1)]
真是太|[(121, 1), (261, 1), (273, 1)]
观看|[(87, 1), (170, 1), (265, 1), (288, 1), (534, 1), (547, 1)]
实行|[(37, 1)]
大战|[(337, 3), (415, 1), (450, 1), (530, 2), (589, 1), (663, 1), (668, 1)]
史上|[(310, 1), (349, 1), (456, 1), (592, 2)]
风头|[(78, 1)]
周年|[(165, 1), (231, 1), (260, 1), (303, 1), (348, 1), (441, 1)]
配合默契|[(209, 1)]
大戏|[(410, 1)]
价钱|[(279, 1), (365, 1), (507, 1), (590, 1), (654, 1)]
无论是|[(172, 1), (213, 1), (240, 1), (250, 1), (303, 1), (365, 1), (380, 1), (416, 1), (568, 2), (639, 1)]
米|[(16, 1), (37, 3), (60, 1), (126, 1), (127, 1), (140, 3), (171, 4), (308, 1), (345, 1), (383, 1), (410, 1), (412, 1), (461, 5), (516, 1), (660, 5), (667, 4)]
倒地|[(307, 1), (308, 1), (351, 3), (359, 3), (601, 1), (602, 1)]
身前|[(323, 1), (338, 1), (383, 1)]
相识|[(58, 1), (334, 1), (438, 1)]
持续|[(89, 1), (171, 1), (207, 1), (213, 1), (272, 1), (298, 1), (374, 2), (562, 1), (656, 1)]
而生|[(624, 1)]
信息|[(100, 1), (214, 1), (222, 1), (535, 1)]
不是故意|[(639, 1)]
幸运|[(94, 1), (121, 2), (129, 1), (248, 1), (280, 1), (314, 2), (407, 1), (456, 1), (463, 1), (611, 1), (649, 1)]
图兰|[(82, 2), (89, 1), (254, 1), (543, 1)]
一记|[(137, 2), (174, 1), (188, 1), (244, 1), (308, 2), (418, 1), (602, 3), (611, 1), (652, 1)]
昆卡|[(372, 1), (378, 1), (381, 1)]
分给|[(378, 1), (530, 1)]
山姆|[(415, 1)]
沃特福德|[(9, 1), (18, 1), (101, 1), (118, 1), (134, 38), (159, 4), (173, 2), (214, 1), (216, 2), (245, 1), (273, 1), (274, 1), (286, 2), (287, 1), (307, 1), (370, 7), (430, 4), (440, 1), (443, 2), (444, 1), (452, 1), (463, 1), (464, 1), (501, 1), (599, 1), (653, 1), (659, 2)]
